id,ap,an,dev,cat,nod,doa,dsl,ppl,valid
11,com.blackwhitemeet,Black White Interracial Dating,Black White Dating,Dating,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.blackwhitemeet,https://www.blackwhite.singles/privacy.html,1
12,com.dating.pink,"Pink | Dating App to Chat, Dat",Pink - Be Pink,Dating,1K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.dating.pink,https://piink.xyz/privacy_policy.html,1
13,com.appbites.rainbowphotoframes,Rainbow Photo Frames,App Bites,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.appbites.rainbowphotoframes,https://kirakapps.com/privacy_policy.html,1
14,co.lunchclick,LunchClick by Lunch Actually -,Lunch Actually Pte. Ltd.,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=co.lunchclick,http://www.lunchclick.co/privacy/,1
15,com.bzoo.videomaker.moviemaker.story.status.lyrical,Funimate Video Director - Bzoo,Bzoo Studio,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.bzoo.videomaker.moviemaker.story.status.lyrical,https://docs.google.com/document/d/e/2PACX-1vTeTW44RqVyka-QbscpprI1PqD3M_YW5jtE42aU5RRVDZwBJ_Cgn8TN9RXCAFRw1YI3WbIZBKMuDsNv/pub,1
16,com.neenbo,Neenbo: Find Love Now!,Neenbo,Dating,5M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.neenbo,https://www.neenbo.com/politica,1
17,com.atsdev.textonphoto,Text on Photo,AT Software Developers,Photography,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.atsdev.textonphoto,https://atsoftdeveloper.wordpress.com/,1
18,com.ram.lovelyphotoframes,Lovely Photo Frames,RamkumarApps,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.ram.lovelyphotoframes,https://ramkumarapps.blogspot.com/2022/07/ramkumar-apps-privacy-policy.html,1
19,com.mvltrapps.dualphotoblender,Dual Photo Mixer - Photo joint,MVLTR Apps,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.mvltrapps.dualphotoblender,https://mvltrapps.com/privacy-policy.php,1
20,com.appbites.beachphotoframes,Beach Photo Frames,App Bites,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.appbites.beachphotoframes,https://kirakapps.com/privacy_policy.html,1
21,fi.kotisatamanvalo.app,Valo - Love App,Kotisataman Valo,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=fi.kotisatamanvalo.app,https://valoapp.io/privacy,1
22,boudi.live.videocall,Bhabhi Call: Live Talk Video,Bhabhi Call: Indian Live Talk Video,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=boudi.live.videocall,https://www.freeprivacypolicy.com/live/2e51f4c4-a25d-46b7-ab6a-690334d476b8,1
23,makstyle.royalcarphotoeditor,Royal Car Photo Editor,Stylish Photo Apps,Photography,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=makstyle.royalcarphotoeditor,https://makstyleappsprivacy.blogspot.com/2020/11/privacy-policy.html,1
24,com.meetnewpeople.meet.call.people.livechat,Meeto- Random Video Call,Meeto Team,Dating,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.meetnewpeople.meet.call.people.livechat,https://durmal.blogspot.com/2019/12/privacy-policy.html,1
25,com.ram.happyvalentinesdayframes,Happy Valentines Photo Frames,RamkumarApps,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.ram.happyvalentinesdayframes,https://ramkumarapps.blogspot.com/2022/07/ramkumar-apps-privacy-policy.html,1
26,com.nightmodegogglesmultiple.thermaleffects,Night Goggles Thermal Effects,Kellyapps,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.nightmodegogglesmultiple.thermaleffects,https://m4529446.wixsite.com/privacypolicy,1
27,com.chatnetworkapp.france,France Chat Social Dating,Samatech Apps,Dating,10K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.chatnetworkapp.france,http://usa.chatews.com/terms.php,1
28,com.mvltrapps.ganeshphotoframes,Ganesh Photo Frame Editor,MVLTR Apps,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.mvltrapps.ganeshphotoframes,https://mvltrapps.com/privacy-policy.php,1
29,com.yuyyu.horoscopematch,Yuyyu : Dating app. Meet. Chat,Yuyyu,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.yuyyu.horoscopematch,https://yuyyu.com/privacy-policy,1
30,com.dgt.manmuscleeditorslimbody,"Man Muscle Editor, Biceps, Six",GD Techlab,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.dgt.manmuscleeditorslimbody,https://gdtechlab.wordpress.com/2019/09/23/privacy-policy/,1
31,com.cfishes.christiandating,CFish: Christian Dating App,Smart Dating Group,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.cfishes.christiandating,https://www.cfishes.com/privacy.html,1
32,com.sigmaappsolution.nameonaniversaryphoto,Name On Anniversary Cake Photo,Millennium Creativity Apps,Photography,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.sigmaappsolution.nameonaniversaryphoto,https://millenniumcreativityapps.blogspot.com/2022/06/privacy-policy.html,1
33,app.blackgentry,BlackGentry – Black Dating App,ZeelTech,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=app.blackgentry,https://blackgentryapp.com/privacy-policy-2/,1
34,com.utopiatechnologies.aibgremover,AI Background Remover,Utopia Technologies,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.utopiatechnologies.aibgremover,https://aibgremover.com/privacy_policy.html,1
35,com.jazzyworlds.myindiadp,India Flag Photo DP Letter Art,Jazzy Worlds,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.jazzyworlds.myindiadp,https://sites.google.com/view/jazzyworld,1
36,com.sebastianotrven.turinisayhellolove,WellHello: Dating & Chat,sebastianoventurini,Dating,10K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.sebastianotrven.turinisayhellolove,https://pages.flycricket.io/sayhellolove/privacy.html,1
37,com.bluefishapp.blureffect,"DSLR Blur Background, Bokeh bg",Solution Cat Ltd,Photography,10M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.bluefishapp.blureffect,https://sites.google.com/view/blureffect,1
38,kr.jungrammer.anonymous,Anonymous Chat - (Random Chat),stranger.chat,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=kr.jungrammer.anonymous,https://strangerchat.io/policy/privacy-en-stranger-chat.html,1
39,com.apenpals.friends,Asian Pen Pals - Meet New Frie,Dating & Social Network,Dating,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.apenpals.friends,https://apenpals.com/legal/privacy,1
40,com.ram.lovelocketframes,Love Locket Photo Frames,RamkumarApps,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.ram.lovelocketframes,https://ramkumarapps.blogspot.com/2022/07/ramkumar-apps-privacy-policy.html,1
41,com.avodating.avovietnam.rnative,AvoVietnam - Dating and chat,Avo Dating,Dating,10K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.avodating.avovietnam.rnative,http://static.avodating.com/privacy-policy.html,1
42,com.rstech.photo.editor.filters.fun.editpicture.effects.photoblend.blurphoto,Photo Editor & Image Filters,RamsonTech,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.rstech.photo.editor.filters.fun.editpicture.effects.photoblend.blurphoto,http://saanviaps.blogspot.com/2018/08/privacy-policy.html,1
43,com.dateinsfinder,Date Finder - Online Dating,WTM Mobile,Dating,10K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.dateinsfinder,https://www.freeprivacypolicy.com/privacy/view/8857528a54a4b4b0f6494cd891d1e04d,1
44,com.ram.hoardingphotoframes,HOARDING PHOTO FRAMES,RamkumarApps,Photography,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.ram.hoardingphotoframes,https://ramkumarapps.blogspot.com/2022/07/ramkumar-apps-privacy-policy.html,1
45,com.binocularsmodel.v1145xzoomhd.cameraphotovideo,Binoculars Model V11 Zoom Cam,Droid tech,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.binocularsmodel.v1145xzoomhd.cameraphotovideo,https://droidtech.site/privacy-policy/,1
46,com.ram.birthdaycakeframes,Birthday Cake Frames,RamkumarApps,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.ram.birthdaycakeframes,https://ramkumarapps.blogspot.com/2022/07/ramkumar-apps-privacy-policy.html,1
47,com.bringsgame.hotstickers,Happy Birthday & Love Sticker,bringsgame,Dating,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.bringsgame.hotstickers,https://sites.google.com/view/bringsgamepolicy,1
48,com.thairomances.twa.en,Thai Romances - Thai Dating,Skainet Limited,Dating,5K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.thairomances.twa.en,https://thairomances.com/privacy-policy,1
49,schan.main,chat meet people make friends,Talkfi Inc.,Dating,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=schan.main,http://www.talkfi.net/terms/,1
50,com.ram.christmasphotoeditor,Christmas Photo Editor,RamkumarApps,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.ram.christmasphotoeditor,https://ramkumarapps.blogspot.com/2022/07/ramkumar-apps-privacy-policy.html,1
51,com.militaryapp.mailitarysuitformanandwoman,Military Suit Photo Editor for,Camponse Corporation,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.militaryapp.mailitarysuitformanandwoman,https://camponsecorporation.wordpress.com,1
52,com.ram.newyearframes,Newyear Frames,RamkumarApps,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.ram.newyearframes,https://ramkumarapps.blogspot.com/2022/07/ramkumar-apps-privacy-policy.html,1
53,com.dgt.leathercoat,Man Leather Coat Photo Editor,GD Techlab,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.dgt.leathercoat,https://gdtechlab.wordpress.com/2019/09/23/privacy-policy/,1
54,com.onemanwithcamera.instaretro,Instant Camera FX Retro Filter,Fragranze Apps Limited,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.onemanwithcamera.instaretro,http://www.fragranzeapps.com/PrivacyPolicy.html,1
55,com.ram.happynewyearframes,Happy Newyear Frames,RamkumarApps,Photography,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.ram.happynewyearframes,https://ramkumarapps.blogspot.com/2022/07/ramkumar-apps-privacy-policy.html,1
56,com.sumeruskydevelopers.valentinelovecardphoto,Valentine Day Photo Frame,Sumeru Sky Developer,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.sumeruskydevelopers.valentinelovecardphoto,https://sumeruskydevelopers.blogspot.com/2022/06/privacy-policy.html,1
57,KUNI Cam,com.ginnypix.kuni,15-09-2023,GinnyPix,Photography,1M+,https://play.google.com/store/apps/datasafety?id=com.ginnypix.kuni,https://www.ginnypix.com/privacy.html,
58,StoryArt - Insta story maker,com.ryzenrise.storyart,15-09-2023,ryzenrise,Photography,10M+,https://play.google.com/store/apps/datasafety?id=com.ryzenrise.storyart,https://www.wisharcbuilder.com/privacy.html,
59,app.ir.adoos.thuluthin,Thuluthin ثلثین خط الثلث‎,Ahmad Ramezannia,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=app.ir.adoos.thuluthin,https://www.privacypolicygenerator.info/live.php?token=DSlBVwTdNibZXXFkpN5dM93VhG8K5Pk0,1
60,io.sanvean.tbc,tbc | dating: We arrange dates,Sanvean Limited,Dating,1K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=io.sanvean.tbc,https://tbcapp.co/privacy.html,1
61,com.appspot.swisscodemonkeys.effectsfree,Photo Effects,AppTornado,Photography,5M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.appspot.swisscodemonkeys.effectsfree,https://www.appbrain.com/info/help/privacy/index.html,1
62,com.adult.friend.finder.friendswithbenifits.fwbapp,FWB: Friends with Benefits App,Friends with Benefits App,Dating,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.adult.friend.finder.friendswithbenifits.fwbapp,https://www.gofwbapp.com/privacy.html,1
63,com.dating.mirchi,Mirchi - South Asian Dating,Mirchi Inc.,Dating,10K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.dating.mirchi,https://mirchiapp.com/privacy-policy-2/,1
64,au.com.meetmefreedatingapp.muslim,Muslim Cupid,Romantic Cupid,Dating,10K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=au.com.meetmefreedatingapp.muslim,https://www.aussietechnology.com/footer_privacypolicy.php?appName=muslim,1
65,com.goshi.pakflag.flagshirt.flagonface,Pak Flag Shirt Photo Editor,Goshiapps,Photography,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.goshi.pakflag.flagshirt.flagonface,https://goshiweb.wordpress.com/2017/01/04/our-privacy-policy/,1
66,love.waiter.android,"Waiter: Less dating, more love",Waiter dating,Dating,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=love.waiter.android,https://www.waiter.love/en/privacy.html,1
67,photoeditor.IndependenceDay.photo.august15dayphotoeditor,15 August Photo Editor,PhotoSuitEditor,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=photoeditor.IndependenceDay.photo.august15dayphotoeditor,https://photosuiteditorprivacy.blogspot.com/2019/02/privacy-policy-we-collect-information.html,1
68,com.Christmas.Photo.Frames.Background.Effects,Christmas Photo Frames,Mobi Softech,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.Christmas.Photo.Frames.Background.Effects,http://onex-28c2.kxcdn.com/moreapps/MobiSoftech-Privacy-Policy.html,1
69,com.photopro.artfilter,Cartoon Photo Editor: Art,Fillog Studio,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.photopro.artfilter,https://sites.google.com/view/vegoo-privacy-policy,1
70,com.photoflower.photo.frame.collage,Photo frame,video editor maker htt,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.photoflower.photo.frame.collage,https://sites.google.com/view/photovideomaker-slideshow,1
71,com.pepper.chat,Pepper Chat,pepeer chat,Dating,5K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.pepper.chat,https://www.privacypolicygenerator.info/live.php?token=VhQadpkyVwX5NfQJMezTl2txT388LmKz,1
72,zuchatapp.com,Around Find Friends Meet,Civarda Sevgili bul,Dating,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=zuchatapp.com,https://zuuchat.com/doc/privacy-policy.html,1
73,com.meetapp.free.loveme,Find Love. Chat Now!,MeetApp Dating,Dating,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.meetapp.free.loveme,http://kazanlachani.com/terms/privacy.html,1
74,com.ram.marriagephotoframes,Marriage Photo Frames,RamkumarApps,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.ram.marriagephotoframes,https://ramkumarapps.blogspot.com/2022/07/ramkumar-apps-privacy-policy.html,1
75,com.editor.photo.flower.photoframe,"Photo frame, Photo collage",video maker pvd,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.editor.photo.flower.photoframe,https://sites.google.com/view/photoframe-photocollage-pvd,1
76,com.videochat.dateu.online,Join - Meet & Live chat,sweet.dating.you,Dating,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.videochat.dateu.online,http://joinapp.ltd/privacyjoin.html,1
77,com.photo.suit.editor,Photo Suit Editor&Fashion Suit,Crazy Softech Games,Photography,5M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.photo.suit.editor,http://onex-28c2.kxcdn.com/moreapps/CrazySoftech-Privacy-Policy.html,1
78,com.zmobileapps.passportphoto,Passport Size Photo Maker,Z Mobile Apps,Photography,5M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.zmobileapps.passportphoto,https://zmobileapps.wordpress.com/,1
79,com.druzelink,DruzeLink,DruzeLink,Dating,5K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.druzelink,https://druzelink.com/privacy,1
80,com.tricore.newyear.fireworks,Edit Photos And Videos,Tri Core,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.tricore.newyear.fireworks,https://sites.google.com/site/tricoreapps/privacy-policy,1
81,freeappshouse.hijab.fashion.photo.frames,Hijab Fashion Photo Frames,Freedom Apps House,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=freeappshouse.hijab.fashion.photo.frames,https://docs.google.com/document/d/e/2PACX-1vR-30NJ2cHJZ9BX16jqDVpC4CTmeP0its0UoCyIPMyIIiQiR2p4Dks-_RrRsiDf0cR-ZV6pJkT5bL8B/pub,1
82,com.hafidabano.alkitaba.sowarmodhila,دمج الصور والاغانى وصنع فيديو ‎,hafidabano,Photography,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.hafidabano.alkitaba.sowarmodhila,http://newapparabic.blogspot.com/2017/05/privacy-policy.html,1
83,com.ram.pongalframes,Pongal Photo Frames,RamkumarApps,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.ram.pongalframes,https://ramkumarapps.blogspot.com/2022/07/ramkumar-apps-privacy-policy.html,1
84,com.Square.Photo.Frame.Collection.lovephotoframe,Love Photo Frame,Square Photo Frame Collection,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.Square.Photo.Frame.Collection.lovephotoframe,https://squarephotoframecollection.blogspot.com/2020/06/square-photo-frame-collection.html,1
85,com.fitfam.findr,Fitafy : Fitness Dating,Fitafy,Dating,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.fitfam.findr,https://fitafy.com/privacy,1
86,com.theguardian.soulmates,Guardian Soulmates Online Dati,Guardian News & Media Ltd,Dating,10K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.theguardian.soulmates,https://soulmates.theguardian.com/privacy,1
87,com.wisdomlogix.background.remover.change.bg,Photo Background Changer,Wisdomlogix Solutions,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.wisdomlogix.background.remover.change.bg,https://wisdomlogix.com/app/background-remover/privacy-policy.html,1
88,com.camera.sweet.selfie.beauty.camera,Beauty Camera - Selfie Editor,Roomb Apps,Photography,10M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.camera.sweet.selfie.beauty.camera,https://www.socem.com/PrivacyPolicy.html,1
89,kalisohn.android.recolor,Recolor - Change Colors,kalisohn,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=kalisohn.android.recolor,https://kalisohn.wordpress.com/recolor-privacy-policy/,1
90,com.photoeditor.photocollage.hdphotoeditor,HD Photo Editor - Pic Editor,G3G,Photography,5M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.photoeditor.photocollage.hdphotoeditor,https://entertaimentteam-de043.web.app/,1
91,com.alovoa.alovoa_playstore,Alovoa Lite,alovoa.com TEAM,Dating,1K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.alovoa.alovoa_playstore,https://alovoa.com/privacy,1
92,com.myphotoapps.photoeditorappmenbikenew,Men Bike Photo Editor App,My Photo Apps,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.myphotoapps.photoeditorappmenbikenew,https://myphotoapps461.blogspot.com/p/privacy-policy.html,1
93,com.appdreams.dualphotoframes.photoframes.dual.hd.photo.frames.editor.unlimited,Dual Photo Frames 2023,AppDreams Media,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.appdreams.dualphotoframes.photoframes.dual.hd.photo.frames.editor.unlimited,https://sites.google.com/site/appdreamsmedia/home/privacy-policy,1
94,dual.direction.photobookdualphotoframe,Photo Book Dual Photo Frame,True direction,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=dual.direction.photobookdualphotoframe,http://truedirection220.blogspot.in,1
95,com.camerasideas.instashot,Video Editor & Maker - InShot,InShot Video Editor,Photography,500M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.camerasideas.instashot,http://inshotapp.com/website/InShotAndroid/privacypolicy.html,1
96,com.mvltrapps.femaledoctorphotosuit,Women Doctor suit photo editor,MVLTR Apps,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.mvltrapps.femaledoctorphotosuit,https://mvltrapps.com/privacy-policy.php,1
97,best.live_wallpapers.photo_audio_album,Photo Audio Video Album Creato,Galaxy Launcher,Photography,1M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=best.live_wallpapers.photo_audio_album,https://sites.google.com/site/galaxylauncherapps/privacy-policy,1
98,com.adobe.lrmobile,Lightroom Photo & Video Editor,Adobe,Photography,100M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.adobe.lrmobile,http://www.adobe.com/go/privacy_policy,1
99,com.linecorp.b612.android,B612 AI Photo&Video Editor,SNOW Corporation,Photography,500M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.linecorp.b612.android,https://terms.snow.me/b612/PrivacyPolicy,1
100,com.krapps.coffeemugphotoframes,Coffee Mug Photo Frames,KR Apps,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.krapps.coffeemugphotoframes,https://krapps.in/privacy-policy.html,1
101,com.nakashimaakio.fliprotateimage,Rotate + Flip Photo,Photograph,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.nakashimaakio.fliprotateimage,https://photograph-app.blogspot.com/2022/07/rotateflip-photo-app-privacy-policy.html,1
102,com.ff.photocollage.stickers,Photo  Collage - Collage Maker,Fun Factory Studio Apps,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.ff.photocollage.stickers,https://funfactorystudioap.wixsite.com/ffsa,1
103,com.appbreakers.hdcamera,HD Zoom Camera,Peakecorp Dev Team,Photography,10M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.appbreakers.hdcamera,http://www.peakecorp.com/privacy-policy-2.html,1
104,net.sourceforge.opencamera,Open Camera,Mark Harman,Photography,50M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=net.sourceforge.opencamera,https://opencamera.org.uk/privacy_oc.html,1
105,com.adobe.psmobile,Photoshop Express Photo Editor,Adobe,Photography,100M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.adobe.psmobile,http://www.adobe.com/privacy/policy.html,1
106,free.backgrounderaser.touchretouch.removeunwantedobject.unwantedcontent,Remove Unwanted Object-Retouch,Facelover,Photography,500K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=free.backgrounderaser.touchretouch.removeunwantedobject.unwantedcontent,https://pinpoindev.blogspot.com/p/pin-point-pri.html,1
107,com.vicman.toonmeapp,ToonMe - cartoons from photos,Linerock Investments LTD,Photography,50M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.vicman.toonmeapp,https://pho.to/privacy,1
108,com.fastface.faceeditor,Face editor magic face app,FastFaceAI,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.fastface.faceeditor,https://sites.google.com/view/animeme-app/home,1
109,com.youthhr.phonto,Phonto - Text on Photos,youthhr,Photography,50M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.youthhr.phonto,https://phon.to/privacy,1
110,photo.editor.photoeditor.photoeditorpro,Photo Editor Pro - Polish,InShot Inc.,Photography,100M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=photo.editor.photoeditor.photoeditorpro,https://inshotapp.com/website/collage/policy.html,1
111,roxannecrete.bodyshapephotoeditor.bodyretouch,Body Editor & Shape Editor,Roxanne Crete,Photography,100K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=roxannecrete.bodyshapephotoeditor.bodyretouch,https://docs.google.com/document/d/e/2PACX-1vRghYw7uquSiqMfc4qrqHveUFp3BYvVqg7vD7peiinB_KbHpV_O7QJzRlI1mEZUmRHTy7HG0AsJSRJf/pub,1
112,com.atomicadd.fotos,A+ Gallery - Photos & Videos,AtomicAdd Team,Photography,10M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.atomicadd.fotos,https://atomicadd.com/html/privacy-policy.html,1
113,com.iudesk.android.photo.editor,Photo Editor,dev.macgyver,PhotographyPlay Pass,50M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.iudesk.android.photo.editor,https://www.iudesk.com/photoeditor/privacy,1
114,ladoapps.womengirlsinhijabphotoeditor.frame,Hijab Photo Editor,Lado Apps,Photography,50K+,14-10-2023,https://play.google.com/store/apps/datasafety?id=ladoapps.womengirlsinhijabphotoeditor.frame,https://docs.google.com/document/d/e/2PACX-1vRKZLkSeQL8EwnDbawDWOWG8NQd8kT6Q8K-2xqlsWdNpAeg_3rwBKMOejAKEsnCw3gNIGsPW2vk7Gg9/pub,1
115,com.handycloset.android.eraser,Background Eraser,handyCloset Inc.,Photography,100M+,14-10-2023,https://play.google.com/store/apps/datasafety?id=com.handycloset.android.eraser,https://privacy.handycloset.com,1
